oracle_id,elo,mainboard,pickrate,picks,mainboards,name,mana_cost,type_line,oracle_text,rarity,colors,power,toughness,loyalty
9d63ba8a-a5cd-4fdb-bba3-95612be0077c,1042,0.3333333333333333,0.1299212598425196,33,3,Long Goodbye,{1}{B},Instant,"This spell can't be countered. (This includes by the ward ability.)
Destroy target creature or planeswalker with mana value 3 or less.",uncommon,B,0,0,0.0
eb9c9a34-88a8-4afe-a053-806f6b29834f,1086,1.0,0.1337579617834395,21,6,Memory Jar,{5},Artifact,"{T}, Sacrifice Memory Jar: Each player exiles all cards from their hand face down and draws seven cards. At the beginning of the next end step, each player discards their hand and returns to their hand each card they exiled this way.",mythic,C,0,0,0.0
222fd9fc-7af4-4269-bbb9-cd7b8ac029bd,1356,1.0,0.1214953271028037,13,8,Troll of Khazad-dûm,{5}{B},Creature — Troll,"Troll of Khazad-dûm can't be blocked except by three or more creatures.
Swampcycling {1} ({1}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",common,B,6,5,0.0
4df0d381-fc05-4d30-9307-48963aa2ecfd,1316,0.75,0.0696202531645569,11,6,Robber of the Rich,{1}{R},Creature — Human Archer Rogue,"Reach, haste
Whenever Robber of the Rich attacks, if defending player has more cards in hand than you, exile the top card of their library. During any turn you attacked with a Rogue, you may cast that card and you may spend mana as though it were mana of any color to cast that spell.",mythic,R,2,2,0.0
16437a83-be52-44cd-a768-a767c9347eb2,1052,1.0,0.0909090909090909,13,3,Fatal Push,{B},Instant,"Destroy target creature if it has mana value 2 or less.
Revolt — Destroy that creature if it has mana value 4 or less instead if a permanent you controlled left the battlefield this turn.",uncommon,B,0,0,0.0
89c83a6d-f6c8-4984-a888-0db62dfb93b1,950,1.0,0.0437956204379562,6,2,Manamorphose,{1}{R/G},Instant,"Add two mana in any combination of colors.
Draw a card.",uncommon,"G,R",0,0,0.0
20283c4a-f1f0-42f0-bc08-6da87474426b,1278,1.0,0.0530973451327433,6,1,Breeding Pool,0,Land — Forest Island,"({T}: Add {G} or {U}.)
As Breeding Pool enters, you may pay 2 life. If you don't, it enters tapped.",rare,C,0,0,0.0
ed14be15-8f8d-4fe3-a147-f5da8ed873bf,886,1.0,0.0504201680672268,6,1,Conduit of Worlds,{2}{G}{G},Artifact,"You may play lands from your graveyard.
{T}: Choose target nonland permanent card in your graveyard. If you haven't cast a spell this turn, you may cast that card. If you do, you can't cast additional spells this turn. Activate only as a sorcery.",rare,G,0,0,0.0
4001b868-ada1-43f4-92e2-27ab0e80c913,802,0.0,0.1043956043956044,19,0,Vesuva,0,Land,You may have Vesuva enter tapped as a copy of any land on the battlefield.,rare,C,0,0,0.0
165bdc68-1da0-47db-a069-978fc4c04b3f,1122,0.1,0.1006711409395973,30,1,Caustic Bronco,{1}{B},Creature — Snake Horse Mount,"Whenever Caustic Bronco attacks, reveal the top card of your library and put it into your hand. You lose life equal to that card's mana value if Caustic Bronco isn't saddled. Otherwise, each opponent loses that much life.
Saddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",rare,B,2,2,0.0
4567a528-75f0-4ea6-b927-3a500caf76ac,1414,1.0,0.0958904109589041,14,3,Arbor Elf,{G},Creature — Elf Druid,{T}: Untap target Forest.,rare,G,1,1,0.0
dbcbdf37-c40f-4068-b4a7-a849cab1056c,1122,0.5,0.125,35,5,Six,{2}{G},Legendary Creature — Treefolk,"Reach
Whenever Six attacks, mill three cards. You may put a land card from among them into your hand.
During your turn, nonland permanent cards in your graveyard have retrace. (You may cast permanent cards from your graveyard by discarding a land card in addition to paying their other costs.)",rare,G,2,4,0.0
cf0dcb27-f02e-4065-81dc-75fbbb09ea3f,1234,0.875,0.0666666666666666,12,7,Oath of Druids,{1}{G},Enchantment,"At the beginning of each player's upkeep, that player chooses target player who controls more creatures than they do and is their opponent. The first player may reveal cards from the top of their library until they reveal a creature card. If the first player does, that player puts that card onto the battlefield and all other cards revealed this way into their graveyard.",mythic,G,0,0,0.0
8104e454-77f5-4d38-894e-41ed0d74c17c,1176,0.8,0.1291866028708134,27,4,Overburden,{1}{U},Enchantment,"Whenever a player puts a nontoken creature onto the battlefield, that player returns a land they control to its owner's hand.",rare,U,0,0,0.0
68954295-54e3-4303-a6bc-fc4547a4e3a3,1588,1.0,0.1089743589743589,17,7,Llanowar Elves,{G},Creature — Elf Druid,{T}: Add {G}.,common,G,1,1,0.0
22f1a4a4-c423-4d1c-8775-0ed604a9fa51,836,0.0,0.009090909090909,1,0,Deathrite Shaman,{B/G},Creature — Elf Shaman,"{T}: Exile target land card from a graveyard. Add one mana of any color.
{B}, {T}: Exile target instant or sorcery card from a graveyard. Each opponent loses 2 life.
{G}, {T}: Exile target creature card from a graveyard. You gain 2 life.",rare,"B,G",1,2,0.0
df2af646-3e5b-43a3-8f3e-50565889f456,1518,1.0,0.1846153846153846,24,6,"Urza, Lord Protector",{1}{W}{U},Legendary Creature — Human Artificer,"Artifact, instant, and sorcery spells you cast cost {1} less to cast.
{7}: If you both own and control Urza, Lord Protector and an artifact named The Mightstone and Weakstone, exile them, then meld them into Urza, Planeswalker. Activate only as a sorcery.",mythic,"U,W",2,4,0.0
8e7b079d-9ede-421c-bd2b-f9a5126a8e6f,1304,0.0,0.0993377483443708,15,0,Esika's Chariot,{3}{G},Legendary Artifact — Vehicle,"When Esika's Chariot enters, create two 2/2 green Cat creature tokens.
Whenever Esika's Chariot attacks, create a token that's a copy of target token you control.
Crew 4",rare,G,4,4,0.0
ae1f2ab5-c6a5-4d49-a746-3cb4668bf805,822,1.0,0.044776119402985,6,1,Mycosynth Lattice,{6},Artifact,"All permanents are artifacts in addition to their other types.
All cards that aren't on the battlefield, spells, and permanents are colorless.
Players may spend mana as though it were mana of any color.",mythic,C,0,0,0.0
0eaea4fd-a377-4541-9bdd-14921034a975,1144,0.0833333333333333,0.16,48,1,Doorkeeper Thrull,{1}{W},Creature — Thrull,"Flash
Flying
Artifacts and creatures entering don't cause abilities to trigger.",rare,W,1,2,0.0
49471b65-be9d-4ded-b2e5-dfc81b306b54,1076,0.25,0.096045197740113,17,1,"Brimaz, King of Oreskos",{1}{W}{W},Legendary Creature — Cat Soldier,"Vigilance
Whenever Brimaz, King of Oreskos attacks, create a 1/1 white Cat Soldier creature token with vigilance that's attacking.
Whenever Brimaz blocks a creature, create a 1/1 white Cat Soldier creature token with vigilance that's blocking that creature.",mythic,W,3,4,0.0
38a12bd7-4394-44a8-91a0-6a4ff7fa4f71,1406,1.0,0.2270531400966183,47,6,Maze of Ith,0,Land,{T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.,rare,C,0,0,0.0
ec3d4466-547c-4e02-b1b5-a156ec4637e9,1490,1.0,0.2112676056338028,15,3,Chrome Mox,{0},Artifact,"Imprint — When Chrome Mox enters, you may exile a nonartifact, nonland card from your hand.
{T}: Add one mana of any of the exiled card's colors.",mythic,C,0,0,0.0
12cc800c-c7be-4811-8207-fd01a99cc892,974,0.25,0.056,7,1,"Chandra, Torch of Defiance",{2}{R}{R},Legendary Planeswalker — Chandra,"+1: Exile the top card of your library. You may cast that card. If you don't, Chandra, Torch of Defiance deals 2 damage to each opponent.
+1: Add {R}{R}.
−3: Chandra, Torch of Defiance deals 4 damage to target creature.
−7: You get an emblem with ""Whenever you cast a spell, this emblem deals 5 damage to any target.""",mythic,R,0,0,4.0
3adb7681-977f-4a32-9ec8-51481b958268,852,0.0,0.0451127819548872,6,0,Rakdos Signet,{2},Artifact,"{1}, {T}: Add {B}{R}.",uncommon,C,0,0,0.0
e0c00a74-bdf8-4fee-8042-42c5878e9e3c,1706,0.6153846153846154,0.32,48,8,Broadside Bombardiers,{2}{R},Creature — Goblin Pirate,"Menace, haste
Boast — Sacrifice another creature or artifact: Broadside Bombardiers deals damage equal to 2 plus the sacrificed permanent's mana value to any target. (Activate only if this creature attacked this turn and only once each turn.)",rare,R,2,2,0.0
cd133d30-51ff-4114-a7d7-029345f0f0d7,774,0.0,0.0454545454545454,8,0,"Omnath, Locus of Creation",{R}{G}{W}{U},Legendary Creature — Elemental,"When Omnath, Locus of Creation enters, draw a card.
Landfall — Whenever a land you control enters, you gain 4 life if this is the first time this ability has resolved this turn. If it's the second time, add {R}{G}{W}{U}. If it's the third time, Omnath deals 4 damage to each opponent and each planeswalker you don't control.",mythic,"G,R,U,W",4,4,0.0
7f06c098-6482-4bf3-a9a1-110d6d5b5703,982,0.0,0.0625,11,0,Gilded Drake,{1}{U},Creature — Drake,"Flying
When Gilded Drake enters, exchange control of Gilded Drake and up to one target creature an opponent controls. If you don't or can't make an exchange, sacrifice Gilded Drake. This ability still resolves if its target becomes illegal.",rare,U,3,3,0.0
13d4c46b-c2d6-44cc-a252-4a991d471854,1342,0.75,0.1073825503355704,16,6,Sylvan Caryatid,{1}{G},Creature — Plant,"Defender, hexproof
{T}: Add one mana of any color.",rare,G,0,3,0.0
2588f348-d7a3-46c8-9ace-dca53ed5ef99,1356,0.5555555555555556,0.1422924901185771,36,5,"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger",0,Legendary Creature — Cat Warrior // Legendary Planeswalker — Ajani,,mythic,C,0,0,0.0
17fa98cd-ed8f-483f-9525-7e989a82ebb2,1420,1.0,0.1206896551724138,14,5,Balance,{1}{W},Sorcery,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",mythic,W,0,0,0.0
8ba36878-0816-44c7-b543-8ebfc28c2ecd,1134,0.4,0.0921658986175115,20,2,Angelic Destiny,{2}{W}{W},Enchantment — Aura,"Enchant creature
Enchanted creature gets +4/+4, has flying and first strike, and is an Angel in addition to its other types.
When enchanted creature dies, return Angelic Destiny to its owner's hand.",mythic,W,0,0,0.0
108ae90a-50fa-4cfd-b751-d630e41425fe,1134,1.0,0.0588235294117647,6,3,Wrenn and Six,{R}{G},Legendary Planeswalker — Wrenn,"+1: Return up to one target land card from your graveyard to your hand.
−1: Wrenn and Six deals 1 damage to any target.
−7: You get an emblem with ""Instant and sorcery cards in your graveyard have retrace."" (You may cast instant and sorcery cards from your graveyard by discarding a land card in addition to paying their other costs.)",mythic,"G,R",0,0,3.0
2fd7018e-1c36-4d7f-8f72-22f2f7f60c60,966,0.25,0.0517241379310344,9,1,Eidolon of the Great Revel,{R}{R},Enchantment Creature — Spirit,"Whenever a player casts a spell with mana value 3 or less, Eidolon of the Great Revel deals 2 damage to that player.",rare,R,2,2,0.0
8b27326f-e7b8-4a4d-b589-df459246d19a,906,1.0,0.0512820512820512,8,1,Shadowspear,{1},Legendary Artifact — Equipment,"Equipped creature gets +1/+1 and has trample and lifelink.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Equip {2}",rare,C,0,0,0.0
b4ce2c8f-a19c-461e-8a2e-0ec2bd3ebca3,1416,0.6956521739130435,0.2253968253968254,71,16,Ocelot Pride,{W},Creature — Cat,"First strike, lifelink
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
At the beginning of your end step, if you gained life this turn, create a 1/1 white Cat creature token. Then if you have the city's blessing, for each token you control that entered this turn, create a token that's a copy of it.",mythic,W,1,1,0.0
97cabeda-9fe3-490d-99b4-4c8d87c17157,1328,0.8,0.0978260869565217,18,4,Noxious Revival,{G/P},Instant,"({G/P} can be paid with either {G} or 2 life.)
Put target card from a graveyard on top of its owner's library.",uncommon,G,0,0,0.0
34515b16-c9a4-4f98-8c77-416a7a523407,1214,0.6666666666666666,0.1396648044692737,25,6,Wrath of God,{2}{W}{W},Sorcery,Destroy all creatures. They can't be regenerated.,rare,W,0,0,0.0
040cbd8a-a9e5-454b-a5ae-9b66bb66b8e9,1110,0.0,0.123076923076923,32,0,Nethergoyf,{B},Creature — Lhurgoyf,"Nethergoyf's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.
Escape—{2}{B}, Exile any number of other cards from your graveyard with four or more card types among them. (You may cast this card from your graveyard for its escape cost.)",mythic,B,*,1+*,0.0
ba48e067-f4d9-45b2-ade1-71cf8cda418c,886,1.0,0.046979865771812,7,1,Kaito Shizuki,{1}{U}{B},Legendary Planeswalker — Kaito,"At the beginning of your end step, if Kaito Shizuki entered this turn, he phases out.
+1: Draw a card. Then discard a card unless you attacked this turn.
−2: Create a 1/1 blue Ninja creature token with ""This creature can't be blocked.""
−7: You get an emblem with ""Whenever a creature you control deals combat damage to a player, search your library for a blue or black creature card, put it onto the battlefield, then shuffle.""",mythic,"B,U",0,0,3.0
380c367f-73ea-485f-a37b-5af0ba160893,638,1.0,0.0065359477124183,1,1,Not Dead After All,{B},Instant,"Until end of turn, target creature you control gains ""When this creature dies, return it to the battlefield tapped under its owner's control, then create a Wicked Role token attached to it."" (Enchanted creature gets +1/+1. When this Aura is put into a graveyard, each opponent loses 1 life.)",common,B,0,0,0.0
09a70ae8-3859-4a09-901d-dce063fa3b5f,1482,1.0,0.1792452830188679,19,4,Wasteland,0,Land,"{T}: Add {C}.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.",uncommon,C,0,0,0.0
1436dd81-496e-42a5-b210-fb5b9cdf073f,984,1.0,0.0355029585798816,6,3,Selesnya Signet,{2},Artifact,"{1}, {T}: Add {G}{W}.",common,C,0,0,0.0
f25351e3-539b-4bbc-b92d-6480acf4d722,1324,1.0,0.0902255639097744,12,4,City of Brass,0,Land,"Whenever City of Brass becomes tapped, it deals 1 damage to you.
{T}: Add one mana of any color.",rare,C,0,0,0.0
4eb813fd-2d5a-4b02-8193-662681ef4e7d,1268,0.4285714285714285,0.1317073170731707,27,3,Farewell,{4}{W}{W},Sorcery,"Choose one or more —
• Exile all artifacts.
• Exile all creatures.
• Exile all enchantments.
• Exile all graveyards.",rare,W,0,0,0.0
54022a10-c9f0-458d-a0ed-228843cd9a40,1038,0.5,0.0457516339869281,7,2,Bazaar of Baghdad,0,Land,"{T}: Draw two cards, then discard three cards.",special,C,0,0,0.0
217062f5-96f1-454c-9507-17f34ef37070,1196,1.0,0.0661764705882353,9,1,Sheoldred's Edict,{1}{B},Instant,"Choose one —
• Each opponent sacrifices a nontoken creature.
• Each opponent sacrifices a creature token.
• Each opponent sacrifices a planeswalker.",uncommon,B,0,0,0.0
9a1de7e4-9930-4db3-a8f3-d146d0abf38b,1112,0.5,0.0588235294117647,12,3,"Edric, Spymaster of Trest",{1}{G}{U},Legendary Creature — Elf Rogue,"Whenever a creature deals combat damage to one of your opponents, its controller may draw a card.",rare,"G,U",2,2,0.0
0bfa4512-e35a-4c93-b324-80ec659f5a97,1298,1.0,0.0909090909090909,13,6,"Ulamog, the Ceaseless Hunger",{10},Legendary Creature — Eldrazi,"When you cast this spell, exile two target permanents.
Indestructible
Whenever Ulamog, the Ceaseless Hunger attacks, defending player exiles the top twenty cards of their library.",mythic,C,10,10,0.0
ef86989d-ce80-4e55-aece-7d11710eeffa,1406,1.0,0.15625,10,3,Polluted Delta,0,Land,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",rare,C,0,0,0.0
65986c1b-8e51-4604-b685-d82fa7d1263a,1278,1.0,0.1089108910891089,11,3,Skullclamp,{1},Artifact — Equipment,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}",uncommon,C,0,0,0.0
c0957e5e-c71b-439c-931c-9f55d2f76ace,960,0.0,0.0151515151515151,1,0,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,0,Enchantment — Saga // Enchantment Creature — Goblin Shaman,,rare,C,0,0,0.0
0ba134d8-ee7d-48ec-8dc6-57942b8e9261,1254,0.6666666666666666,0.1162790697674418,15,2,Liliana of the Veil,{1}{B}{B},Legendary Planeswalker — Liliana,"+1: Each player discards a card.
−2: Target player sacrifices a creature.
−6: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.",mythic,B,0,0,3.0
e27193b7-1a47-4555-865d-b1fd4c6d597f,1636,0.6666666666666666,0.1555555555555555,14,6,Fastbond,{G},Enchantment,"You may play any number of lands on each of your turns.
Whenever you play a land, if it wasn't the first land you played this turn, Fastbond deals 1 damage to you.",rare,G,0,0,0.0
c7c7bffa-442d-4ba5-b778-ad394c192f27,1396,1.0,0.1156462585034013,17,4,Candelabra of Tawnos,{1},Artifact,"{X}, {T}: Untap X target lands.",rare,C,0,0,0.0
e9117015-1050-44dd-a46b-e7ffe2085fae,878,0.0,0.0416666666666666,5,0,Ledger Shredder,{1}{U},Creature — Bird Advisor,"Flying
Whenever a player casts their second spell each turn, Ledger Shredder connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",mythic,U,1,3,0.0
fcb2a95b-cef0-4b29-8b2b-538f380aff2b,596,0.0,0.0056497175141242,1,0,Vampire Hexmage,{B}{B},Creature — Vampire Shaman,"First strike
Sacrifice Vampire Hexmage: Remove all counters from target permanent.",special,B,2,1,0.0
34f34409-326d-4994-a0ea-1a69aa278f03,1242,1.0,0.1645569620253164,13,3,"Sheoldred, the Apocalypse",{2}{B}{B},Legendary Creature — Phyrexian Praetor,"Deathtouch
Whenever you draw a card, you gain 2 life.
Whenever an opponent draws a card, they lose 2 life.",mythic,B,4,5,0.0
ee302659-59ed-4eef-babe-451b9ccf7f14,976,0.0,0.0692307692307692,9,0,"Uro, Titan of Nature's Wrath",{1}{G}{U},Legendary Creature — Elder Giant,"When Uro enters, sacrifice it unless it escaped.
Whenever Uro enters or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield.
Escape—{G}{G}{U}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",mythic,"G,U",6,6,0.0
a3da7d5b-2c2b-45fe-b9c5-413b8c8fc0a2,760,1.0,0.0266666666666666,4,1,Academy Ruins,0,Legendary Land,"{T}: Add {C}.
{1}{U}, {T}: Put target artifact card from your graveyard on top of your library.",rare,C,0,0,0.0
7973820b-fdaf-46ec-9e3e-d4c0e77b5067,1080,0.4444444444444444,0.1642857142857142,46,4,Fanatic of Rhonas,{1}{G},Creature — Snake Druid,"{T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",rare,G,1,4,0.0
45181cb8-2090-4471-ba90-e5a8f04d525f,1210,1.0,0.1282051282051282,20,7,Sacred Foundry,0,Land — Mountain Plains,"({T}: Add {R} or {W}.)
As Sacred Foundry enters, you may pay 2 life. If you don't, it enters tapped.",rare,C,0,0,0.0
254f87cc-e0c2-484d-b5e8-1ea8c366990c,1518,1.0,0.147239263803681,24,7,Worldspine Wurm,{8}{G}{G}{G},Creature — Wurm,"Trample
When Worldspine Wurm dies, create three 5/5 green Wurm creature tokens with trample.
When Worldspine Wurm is put into a graveyard from anywhere, shuffle it into its owner's library.",mythic,G,15,15,0.0
8ad91f64-ccab-4edc-bd54-b2ee9267d614,1380,0.6666666666666666,0.0972222222222222,14,6,Lotus Cobra,{1}{G},Creature — Snake,"Landfall — Whenever a land you control enters, add one mana of any color.",rare,G,2,1,0.0
a8abd966-de7b-46a3-8ac7-8747ab35653a,1804,1.0,0.3209876543209876,26,6,Wheel of Fortune,{2}{R},Sorcery,"Each player discards their hand, then draws seven cards.",rare,R,0,0,0.0
60433b48-d27f-413c-905c-43839b1943f1,1260,1.0,0.0967741935483871,12,5,Mother of Runes,{W},Creature — Human Cleric,{T}: Target creature you control gains protection from the color of your choice until end of turn.,uncommon,W,1,1,0.0
98aa9424-5912-4bd6-9300-b3972a31d8af,1746,0.9,0.2162162162162162,24,9,Noble Hierarch,{G},Creature — Human Druid,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U}.",rare,G,0,1,0.0
13575cf9-65c1-4861-b21e-eb2155e07766,1416,1.0,0.1095890410958904,8,1,Sensei's Divining Top,{1},Artifact,"{1}: Look at the top three cards of your library, then put them back in any order.
{T}: Draw a card, then put Sensei's Divining Top on top of its owner's library.",uncommon,C,0,0,0.0
bde94af8-faea-41ff-8eed-ba642eac9968,836,1.0,0.0421686746987951,7,1,Phantasmal Image,{1}{U},Creature — Illusion,"You may have Phantasmal Image enter as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""",rare,U,0,0,0.0
c0d8fef4-65f4-4769-982d-b397d2b7e977,1296,1.0,0.1181818181818181,13,3,Animate Dead,{1}{B},Enchantment — Aura,"Enchant creature card in a graveyard
When Animate Dead enters, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",uncommon,B,0,0,0.0
c1cbbda0-e02b-4b9c-8669-ea87ca629520,1326,0.5,0.095505617977528,17,1,Dress Down,{1}{U},Enchantment,"Flash
When Dress Down enters, draw a card.
Creatures lose all abilities.
At the beginning of the end step, sacrifice Dress Down.",rare,U,0,0,0.0
377179d5-ac83-4d34-b5b1-f3d8caa60f79,1192,1.0,0.1468531468531468,21,4,Subtlety,{2}{U}{U},Creature — Elemental Incarnation,"Flash
Flying
When Subtlety enters, choose up to one target creature spell or planeswalker spell. Its owner puts it on the top or bottom of their library.
Evoke—Exile a blue card from your hand.",mythic,U,3,3,0.0
1de1b591-a73f-4974-b507-8c63e07a0868,1386,0.0,0.1058823529411764,18,0,Thassa's Oracle,{U}{U},Creature — Merfolk Wizard,"When Thassa's Oracle enters, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)",rare,U,1,3,0.0
7c2a4fe5-43e8-4e20-bef2-0278d18afc4b,1106,0.9230769230769232,0.12,30,12,Shifting Woodland,0,Land,"Shifting Woodland enters tapped unless you control a Forest.
{T}: Add {G}.
Delirium — {2}{G}{G}: Shifting Woodland becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.",rare,C,0,0,0.0
16d40f56-691b-42a7-a5ab-157568921e03,958,0.0,0.1198501872659176,32,0,"Ral, Monsoon Mage // Ral, Leyline Prodigy",0,Legendary Creature — Human Wizard // Legendary Planeswalker — Ral,,mythic,C,0,0,0.0
59119143-c0fa-49dd-adf0-e2fd3029c48b,1716,1.0,0.3309859154929577,47,12,Karakas,0,Legendary Land,"{T}: Add {W}.
{T}: Return target legendary creature to its owner's hand.",mythic,C,0,0,0.0
5e57a8cd-f4f0-40b2-84a0-e002751c0d40,1084,0.5,0.1118421052631579,17,3,Portable Hole,{W},Artifact,"When Portable Hole enters, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield.",uncommon,W,0,0,0.0
c207aaee-0b67-4520-ad02-2c289228be2a,1396,0.6,0.1337209302325581,23,6,Through the Breach,{4}{R},Instant — Arcane,"You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice that creature at the beginning of the next end step.
Splice onto Arcane {2}{R}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",mythic,R,0,0,0.0
3979067a-9c68-443d-a85f-d9f07be880b9,1126,1.0,0.0833333333333333,14,3,Monastery Mentor,{2}{W},Creature — Human Monk,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",mythic,W,2,2,0.0
6b8cf2a0-b045-4d91-9d91-c602d40c6237,1402,1.0,0.188034188034188,22,4,Basalt Monolith,{3},Artifact,"Basalt Monolith doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{3}: Untap Basalt Monolith.",uncommon,C,0,0,0.0
4b22be3a-8ce1-47d1-b82e-6c3ccfb0548b,1086,1.0,0.0760869565217391,7,1,Underground Sea,0,Land — Island Swamp,({T}: Add {U} or {B}.),rare,C,0,0,0.0
8a76a9b9-3127-45fe-b20f-a8f643276281,1046,0.0,0.0756756756756756,14,0,Containment Priest,{1}{W},Creature — Human Cleric,"Flash
If a nontoken creature would enter and it wasn't cast, exile it instead.",rare,W,2,2,0.0
907ae517-22d5-4ac7-bc3a-3f4d5eaeeb57,918,0.1428571428571428,0.0597014925373134,12,1,"Valki, God of Lies // Tibalt, Cosmic Impostor",0,Legendary Creature — God // Legendary Planeswalker — Tibalt,,mythic,C,0,0,0.0
09ef446c-a13d-49d9-a94c-cd5f5a2d440b,1378,0.1666666666666666,0.1691176470588235,23,1,Displacer Kitten,{3}{U},Creature — Cat Beast,"Avoidance — Whenever you cast a noncreature spell, exile up to one target nonland permanent you control, then return that card to the battlefield under its owner's control.",rare,U,2,2,0.0
89b24b5f-d837-4274-8877-8ff7dc2708ba,1214,1.0,0.0373831775700934,8,3,"Drana, Liberator of Malakir",{1}{B}{B},Legendary Creature — Vampire Ally,"Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.",mythic,B,2,3,0.0
ededbdae-d9dc-4206-9335-d7158f2d7700,1432,1.0,0.1025641025641025,8,2,Vampiric Tutor,{B},Instant,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",mythic,B,0,0,0.0
a20dd48d-d344-4db1-b0e9-a2b71c3cc9d1,1396,1.0,0.087719298245614,10,4,"Karn, the Great Creator",{4},Legendary Planeswalker — Karn,"Activated abilities of artifacts your opponents control can't be activated.
+1: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.
−2: You may reveal an artifact card you own from outside the game or choose a face-up artifact card you own in exile. Put that card into your hand.",rare,C,0,0,5.0
3ceaeb1b-8b25-453d-ac09-e466cfdd9c77,720,1.0,0.0426829268292682,7,1,Undying Evil,{B},Instant,"Target creature gains undying until end of turn. (When it dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",common,B,0,0,0.0
0c7f18d5-36cb-4bc6-a358-443b97666215,1092,1.0,0.1042944785276073,17,3,The Wandering Emperor,{2}{W}{W},Legendary Planeswalker,"Flash
As long as The Wandering Emperor entered this turn, you may activate her loyalty abilities any time you could cast an instant.
+1: Put a +1/+1 counter on up to one target creature. It gains first strike until end of turn.
−1: Create a 2/2 white Samurai creature token with vigilance.
−2: Exile target tapped creature. You gain 2 life.",mythic,W,0,0,3.0
4adcd967-9ff7-4940-b8b9-0c4215bbcb75,1286,0.3636363636363636,0.1019607843137254,26,4,"Anzrag, the Quake-Mole",{2}{R}{G},Legendary Creature — Mole God,"Whenever Anzrag, the Quake-Mole becomes blocked, untap each creature you control. After this phase, there is an additional combat phase.
{3}{R}{R}{G}{G}: Anzrag must be blocked each combat this turn if able.",mythic,"G,R",8,4,0.0
da3e7d3d-2ca0-40c3-9602-fca37c92f507,972,1.0,0.1145038167938931,15,2,"Emry, Lurker of the Loch",{2}{U},Legendary Creature — Merfolk Wizard,"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters, mill four cards.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)",rare,U,1,2,0.0
4ec85850-f274-4c0c-9a03-0488267caa14,1410,1.0,0.1013513513513513,15,2,Giver of Runes,{W},Creature — Kor Cleric,{T}: Another target creature you control gains protection from colorless or from the color of your choice until end of turn.,rare,W,1,2,0.0
